id,name,address,rating,review_count
82830,Hotel Travel Inn,"I.J.P. Road, Pindora,Rawalpindi, Islamabad, Punjab, 46330, Pakistan",3.8,443
82831,Crown Apartment E11,"Crown Apartment E11/2, 2Nd Floor, Flat 203, 45600, Islamabad, Pakistan",4.5,70
82832,17 Guest House,"House 17-A, Street 36, F-8/1, 44000, Islamabad, Pakistan",4.3,24
82833,Welcome Hotel Islamabad,"Street 64, F-8/4 Sector F8 Islamabad, 44000, Pakistan",4.3,164
82834,Orchard House,"House 52 B/ 1, Nazim Udding Road, Near, Saudipak Tower, Sector F-7/4, Islamabad, Pakistan",4.2,168
82835,Executive Heights Apartments,"Hilal Rd, 04403, Islamabad, Pakistan",2.5,2
82836,The Elegant Hotel,"Pd 434 ,Cricket Stadium Road, 46000, Rawalpindi, Pakistan",3.8,661
82837,New Islamabad Hotel Sitara Market,"Sachal Sarmast Rd, 44000, Islamabad, Pakistan",3.9,918
82838,Mulberry Guest House F-10,"66 Street 25, 47000, Islamabad, Pakistan",4.3,228
82839,Hotel Faran,"Street 36, 44000, Islamabad, Pakistan",3.9,2098
82840,Hotel Daniyal Continental,"Ijp Road, Faizabad, Rawalpindi, 46000, Pakistan",4.0,5
82841,Hotel Continental,"Main Ijp Road, Opposite Metro Station, 46000, Rawalpindi, Pakistan",4.2,1584
82842,Hotel Grand Arena,"Opposite High Court, Main Grand Trunk Rd, Near Dha-I, 46000, Rawalpindi, Pakistan",4.1,166
82843,Daily Hostel & Hotel,"Suit # 21, Saeed Plaza, Near Tcs Office, 44010, Islamabad, Pakistan",3.7,90
82844,Hak Mall Suites,"Lilly Rd, 46220, Islamabad, Pakistan",4.6,39
82845,The Crown Guest House,"House No 1173, Street No 34, Block A F18, Faisal Town Tarnol, 44000, Islamabad, Pakistan",4.7,236
82846,Heritage Inn Guest House,"House 188-A, Street 36, F-10/1, 44000, Islamabad, Pakistan",4.7,64
82847,Hotel Shahzad International,"Main Murree Rd, 44000, Rawalpindi, Pakistan",3.4,94
82848,Swiss Cottage,"House No. 97, Street No. 59, Sector, F-10/3, Islamabad, Pakistan",3.6,104
82849,Legend Palace Islamabad,"Club Road, Shakar Parian, 44000, Islamabad, Pakistan",4.2,49
82850,Hotel Royal Home,"Main Aabpara Market, Near Mcb Bank, 45000, Islamabad, Pakistan",4.3,48
82851,Nova Residency,"House 14/A, 4 Street 61, F7/4, Near Maqbool Market, F-7/4 , Islamabad, 44000, Pakistan",4.1,80
82852,Hotel Heaven Heights,"6, Kohsar Building, Sachal Sarmast Road, G-7 Markaz,, 44000, Islamabad, Pakistan",4.0,472
82853,River View Residency,"Opposite Mini Golf Club, Bahria Town Phase 4, 46000, Islamabad, Pakistan",3.1,51
82854,Ballagio Hotel,"Street 22 Behind Ptcl Hq, Daewoo Cargo G-8/4, 44000, Islamabad, Pakistan",3.3,293
82855,Hotel Islamabad Metro Inn,"Plot 14/10, Near Daewoo Booking Office G7 Markaz, 44000, Islamabad, Pakistan",3.8,204
82856,Anarkali Hotel & Restaurant,"24 , Block A Civic Center, Bahria Town Phase 4, 46000, Islamabad, Pakistan",4.0,636
82857,Continental Boutique House,"House 37, Street 8, G-13/3, G 13/3 G-13, Islamabad, 44000, Pakistan",4.5,157
82858,Millat Hotel,"G9/4 Peshawar More, 44000, Islamabad, Pakistan",3.9,95
82859,Hotel 11 Islamabad,"I & T Centre, Behind Nadra Office, G10-4, 44000, Islamabad, Pakistan",3.9,186
82860,Ortus Islamabad,"Grand Trunk Rd, 44000, Islamabad, Pakistan",4.8,39
82861,REGAL RESIDENCY,"Main Murree Road, Faizabad, 46000, Rawalpindi, Pakistan",4.6,445
82862,OXVUE Boutique Hotel,"10 Park Road, F-8/2, 44000, Islamabad, Pakistan",4.5,160
82863,Islamabad Hotel,"Municipal Road, Islamabad 44000, Pakistan",4.1,6413
82864,Jasmine INN,"Jasmine Plaza, 20-A, G-8 Markaz, Tandoori Restaurant, Islamabad 44000, Pakistan",4.1,1099
