id,name,address,rating,review_count
1315306,Somerset West Bay Doha,"Diplomatic Area, , Doha, 26026, Qatar",4.4,719
1315309,Millennium Hotel Doha,"Jawaan St, , Doha, 24249, Qatar",4.3,2846
1315323,Qabila Westbay Hotel,"Diplomatic St, , Doha, 22752, Qatar",4.4,3703
1315328,Marriott Marquis City Center Doha Hotel,"Omar Al Mukhtar Street, Area 61, Street #850, الدوحة،, , Doha, 25500, Qatar",4.6,5891
1315343,La Cigale Hotel,"60 Suhaim Bin Hamad Street Al Sadd Area, P.O. Box 25555Al Sadd AreaDoha, Doha, 25555, Qatar",4.5,6277
1315351,W Doha,"Building 262, Street 831, , Doha, 19573, Qatar",4.5,4442
1315359,Holiday Villa Hotel And Residence City Centre Doha,"Ibn Abi Sulma Street Muntazah Signal, PO Box 47601, Muntazah SignalZone 25P.O. Box 47601, Doha, P.O. Box 47601, Qatar",4.2,5526
1315369,Hyatt Regency Oryx Doha,"Al Matar Street, , Doha, 29922, Qatar",4.5,6244
1315380,Century Hotel Doha,"Building 43, 820 Al Beshairiya St, , Doha, 22367, Qatar",4.1,3104
1315390,Al Mirqab Boutique Hotel,"Souq Waqif, DOHA, Doha, 1274, Qatar",4.5,143
1315405,Grand Regal Hotel,"Near Qatar Islamic Museum، Ras Abu Abboud St, , Doha, 22057, Qatar",3.9,2441
1315410,Four Points by Sheraton Doha,"Al Diwan St, , Doha, 30247, Qatar",4.4,1208
1315416,Marriott Executive Apartments City Center Doha,"Diplomatic Area West Bay, West BayDoha 24946, Doha, 24946, Qatar",3.7,297
1315422,Gokulam Park Doha,"Al Aaliya St, , Doha, 23489, Qatar",4.0,1525
1315426,Magnum Hotel & Suites West Bay,"West Bay Dafna Diplomatic Street 61 810, DohaQatar, Doha, 32129, Qatar",3.5,549
1315451,Musherib Hotel,"Al Diwan St, , Doha, 30200, Qatar",4.0,840
1315464,K108 Hotel,"24207، 80 Ibn Abdul Muttalib St, , Doha, 24207, Qatar",4.1,879
1315475,Al Muntazah Plaza Hotel and Apt,"Po Box 9488 State Of Qatar 9488 Doha Zone 25, Building 49, PO Box 9488Doha, Doha, 9488, Qatar",3.6,397
1315500,Le Mirage Executive Residence,"Al Liwan Street Doha, 24398 MusheiribDoha, Doha, 24398, Qatar",4.2,241
1315511,The Royal Riviera Hotel,"Al Safilia Street Old Salata Corniche, Old SalatehCornicheP.O. Box 29444, Doha, 29444, Qatar",4.0,1995
1315518,Plaza Inn Doha,"Po Box 22920 P.O Box 24060, Doha , Qatar, Old Salata AreaPO Box 22920Doha, Doha, 22920, Qatar",3.7,3221
1315556,Swiss Belhotel Doha,"Jabr Bin Mohamed Street Old Salata, الدوحة،, , Doha, 1303, Qatar",3.9,1580
1315575,Al Liwan Suites,"Umm Ghowailina Street Po Box 32457 27, P.O. Box  32457Doha, Doha, 32457, Qatar",3.8,302
1315583,Gulf Horizon,"Souk Al Jabour, Doha, Doha, 22182, Qatar",3.7,311
1315618,Ramada Encore by Wyndham Doha,"Ahmed Bin Mohammed Bin Thani St (Al-Asmakh Area, العريق، الدوحة،, , Doha, 200922, Qatar",4.0,1842
1315637,Saraya Corniche Hotel,"Zone No.18, Building No.1، Al Baladiya St, , Doha, 2977, Qatar",4.0,3696
1315639,The Westin Doha Hotel & Spa,"Salwa Road Fereej Bin Mahmoud, الدوحة،, , Doha, 39474, Qatar",4.5,5425
1315642,City Centre Rotana Doha,"850 Conference Centre, , Doha, 25522, Qatar",4.7,6351
1315650,Golden Tulip Doha,"47066, 490 Al Safliya St, , Doha, 490, Qatar",4.3,2110
1315659,The Curve Hotel,"13257 Diplomatic St, , Doha, 30503, Qatar",4.2,1778
1315666,Millennium Plaza Doha,"Al Sadd Plaza, 234 C Ring Rd, , Doha, 27777, Qatar",4.5,3942
1315670,Sedra Arjaan by Rotana,"Tower 26, Porto Arabia Marina, The Pearl, الدوحة،, , Doha, 0, Qatar",4.3,576
1315682,Mondrian Doha,"West Bay Lagoon, , Doha, 24685, Qatar",4.6,4799
1315686,Wyndham Doha West Bay,"Maysaloun Street West Bay, West BayPO Box 5649Doha, Doha, 5649, Qatar",4.7,931
1315692,Al Najada Doha Hotel by Tivoli,"Barahat Al Jufairi St, , Doha, 0000, Qatar",4.5,1778
1315696,Al Najada Doha Hotel Apartments by Oaks,"Barahat Al Jufairi St, , Doha, 00000, Qatar",4.4,333
1315706,Hilton Doha The Pearl Residences,"Abraj Quartier Pearl Boulevard Tower AQ-07, Doha, Qatar, Doha, , Qatar",4.9,13182
1315712,Pullman Doha West Bay,"Twin Tower, Al Shatt St, Al Shatt Street, Doha, Qatar, Doha, 18181, Qatar",4.5,1900
1315716,DusitD2 Salwa Doha,"Muntazah Area، شارع وادي المرخ،, , Doha, 6989, Qatar",4.2,2192
1315721,Doubletree By Hilton Doha - Al Sadd,"65 Mohamed Bin Al Qassim St, , Doha, , Qatar",4.6,3440
1315725,Banyan Tree Doha At La Cigale Mushaireb,"Al Khaleej Street Mushaireb, Qatar, Doha, 4928, Qatar",4.5,794
1315728,Hampton By Hilton Doha Old Town,"Emrair St, , Doha, Qatar, Qatar",4.4,1022
1315731,Steigenberger Hotel Doha,"Al Matar Street, , Bldg. No.82 Street No. 310, Zone No. 26, Doha, , Qatar",4.3,1600
1315739,DoubleTree by Hilton Doha Downtown,"C Ring Road, Doha, Qatar, Doha, 00, Qatar",4.8,2398
1315752,"The Plaza Doha, LXR Hotels & Resorts","7HJ2+23H, C Ring Rd, , Doha, 9183, Qatar",4.6,1241
1315757,Embassy Suites by Hilton Doha Old Town,"Jabr Bin Mohammed St, , Doha, 00000, Qatar",4.8,2398
1315758,Fairmont Doha,"6th street, Lusail, Marina District Lusail City, , Doha, 4747, Qatar",4.5,1899
1315765,Raffles Doha,"Marina District Lusail City, , Doha, 4747, Qatar",4.5,1006
1315771,Waldorf Astoria Doha West Bay,"Al Shaghya St, , Doha, , Qatar",4.7,931
1315778,Ramada By Wyndham Doha Old Town,"Al Hikma St, , Doha, 246810, Qatar",3.6,779
1315782,Wyndham Grand Doha West Bay Beach,"Building 8, Street 809 , Zone 61, Doha 20318, Qatar, Doha, 20318, Qatar",4.5,1522
1315789,Somerset Al Mansoura,"Ibn Ammar St, Doha , Building 16, , Doha, , Qatar",4.5,524
1315796,Steigenberger Residence Doha,"Ibn Muawiya St, , Doha, , Qatar",4.1,78
1315801,La Maison Hotel Doha,"Al Jazeera St, , Doha, 00000, Qatar",4.4,1371
1315804,"Maysan Doha, LXR Hotels & Resorts","Baaya District, شارع الفروسية، الدوحة،, , Doha, , Qatar",4.1,274
1315808,"Katara Hills Doha, LXR Hotels & Resorts","Katara Cultural Village, , Doha, , Qatar",4.6,188
1315819,Retaj Inn Doha,"P.O.BOX 25556 MUSHEIRAB AREA AL SULAIMI STREET, DOHA, Doha, 25556, Qatar",4.0,329
1315824,Oryx Airport Hotel,"Hamad International Airport, , Doha, 0, Qatar",4.4,2776
1315832,Doha Dynasty Hotel,"P.O Box 23238 Al Mahar Street Behind Gold Souque 23228 Old Doha City, Al Mahar StreetBehind Gold SouqueDoha, Doha, 23228, Qatar",3.5,1075
1315836,JW Marriott Marquis City Center Doha,"Conference Centre, P.O.Box 9282West BayDoha, Doha, 22752, Qatar",4.5,1158
1315842,Tourist Hotel,"Old Salatah Old Salata Area, Doha, Doha, 1003, Qatar",4.0,729
1315847,Golden Ocean Hotel,"Al Meena St, , Doha, 13957, Qatar",3.7,2980
1315850,Asherij Hotel,"Al Quds St, , Doha, 1003, Qatar",3.9,495
1315853,Strato Hotel By Warwick,"Old Airport Road, , Doha, 16095, Qatar",4.0,1491
1315857,Rawda Hotel,"Al Muntazah Area Near The Muntaza Park Doha Qatar, near The Muntaza ParkDoha, Doha, 12470, Qatar",4.2,280
1315861,Saray Musheireb Hotel,"Zone 13 930 Al Meyyah Street 6, Zone 13Doha, Doha, 0329, Qatar",3.8,1799
1315867,Sapphire Plaza Hotel,"8113, شارع الريم، الدوحة،, , Doha, 8113, Qatar",4.2,2940
1315877,La Villa Suites Hotel,"Ibn Firnas St. Al Najma Area Opp. To Gate 1 Opp. to Gate No. 1, Al Hiraj Market, Old Doha CityDoha, Doha, 200408, Qatar",3.9,439
1315882,Intercontinental Doha Residences,"West Bay Beach, P.O. Box 24253Doha, Doha, 0, Qatar",4.6,169
1315900,Centara Grand Hotel Doha,"Diplomatic Area West Bay, Doha, Doha, 583, Qatar",4.6,1173
1315903,Sovereign Hotel,"Building No 17, 840 Addi Bin Zaid, , Doha, 18141, Qatar",3.5,289
